row_id,session_id,user_id,device_type,form_step,field_name,mouse_velocity_px_s,mouse_acceleration_px_s2,hesitation_time_ms,time_on_field_ms,click_count,rage_click,click_error_rate,scroll_jitter_count,correction_count,previous_attempts,cognitive_load_score,ui_action_triggered,session_abandoned
3500,SESS00369,USER8338,mobile,5,employment_status,323.84,211.51,0.0,3570.7,2,0,0.417,2,0,0,28.96,no_action,0
3501,SESS00369,USER8338,mobile,6,annual_income,160.16,219.7,2186.8,5485.8,3,0,0.049,3,4,2,35.13,show_inline_hint,0
3502,SESS00369,USER8338,mobile,7,annual_income,439.79,171.72,876.0,3519.1,2,0,0.581,0,4,0,37.69,show_inline_hint,0
3503,SESS00369,USER8338,mobile,8,full_name,212.45,176.45,441.6,500.0,1,0,0.04,1,1,0,24.75,no_action,0
3504,SESS00369,USER8338,mobile,8,co_applicant_info,314.69,153.7,1453.6,3045.7,3,0,0.265,4,3,0,33.96,show_inline_hint,0
3505,SESS00369,USER8338,mobile,8,phone_number,589.22,207.54,846.6,6277.3,10,0,0.482,8,0,1,42.98,show_inline_hint,0
3506,SESS00370,USER4682,desktop,1,routing_number,185.22,185.27,396.7,2236.2,1,0,0.354,2,0,0,22.52,no_action,0
3507,SESS00370,USER4682,desktop,2,collateral_details,479.52,210.48,795.0,4095.4,2,0,0.308,1,0,0,38.57,show_inline_hint,0
3508,SESS00370,USER4682,desktop,3,zip_code,442.52,302.65,1335.9,3511.1,3,0,0.54,0,3,0,44.48,show_inline_hint,0
3509,SESS00370,USER4682,desktop,4,tax_id_number,260.88,142.04,599.4,4676.2,4,0,0.46,0,1,0,31.37,show_inline_hint,0
3510,SESS00370,USER4682,desktop,5,loan_purpose,345.06,166.72,1126.6,948.8,4,0,0.365,2,0,0,29.4,no_action,0
3511,SESS00370,USER4682,desktop,6,co_applicant_info,280.42,141.99,999.8,2975.2,1,0,0.22,2,2,0,25.45,no_action,0
3512,SESS00370,USER4682,desktop,7,credit_score_range,324.38,353.57,1702.4,7388.2,1,0,0.154,2,4,0,38.88,show_inline_hint,0
3513,SESS00370,USER4682,desktop,8,collateral_details,365.21,340.44,1419.3,6939.5,3,0,0.322,3,1,0,48.34,show_inline_hint,0
3514,SESS00370,USER4682,desktop,8,full_name,458.93,462.54,2064.0,4581.9,6,0,0.357,2,3,2,53.53,simplify_field,0
3515,SESS00371,USER1842,mobile,1,loan_purpose,383.47,276.32,220.3,3728.8,3,0,0.318,0,1,1,29.17,no_action,0
3516,SESS00371,USER1842,mobile,2,signature_confirmation,385.43,362.77,1529.1,8072.2,4,0,0.683,1,1,2,53.77,simplify_field,0
3517,SESS00371,USER1842,mobile,3,city,558.66,501.51,1454.0,8441.5,6,0,0.27,5,6,1,73.59,simplify_field,0
3518,SESS00371,USER1842,mobile,4,routing_number,502.64,230.41,1591.5,4883.5,3,0,0.676,1,1,0,44.51,show_inline_hint,0
3519,SESS00371,USER1842,mobile,5,existing_debts,553.06,421.22,979.2,3109.0,6,1,0.703,4,3,1,67.23,simplify_field,0
3520,SESS00371,USER1842,mobile,6,email,316.0,0.0,1645.7,4780.2,5,0,0.183,3,0,0,27.93,no_action,0
3521,SESS00372,USER7625,mobile,1,employment_status,316.04,218.74,1657.8,1774.5,4,0,0.396,3,2,0,44.77,show_inline_hint,0
3522,SESS00372,USER7625,mobile,2,full_name,520.03,174.52,2316.1,5954.8,2,0,0.613,2,1,0,65.31,simplify_field,0
3523,SESS00372,USER7625,mobile,3,date_of_birth,507.49,275.07,1934.6,6817.7,3,0,0.241,2,3,0,44.78,show_inline_hint,0
3524,SESS00372,USER7625,mobile,4,existing_debts,394.55,220.62,1892.0,1498.3,1,0,0.111,1,1,4,39.24,show_inline_hint,0
3525,SESS00372,USER7625,mobile,5,annual_income,500.95,259.44,1947.9,5681.4,3,0,0.377,3,5,0,61.03,simplify_field,0
3526,SESS00372,USER7625,mobile,6,email,275.44,0.0,1789.6,2618.1,4,0,0.581,5,1,1,44.31,show_inline_hint,0
3527,SESS00372,USER7625,mobile,7,zip_code,433.92,207.03,968.4,5145.0,6,0,0.093,0,2,0,30.14,show_inline_hint,0
3528,SESS00372,USER7625,mobile,8,date_of_birth,669.05,174.91,2643.4,4580.2,6,0,0.631,2,4,3,67.63,simplify_field,0
3529,SESS00372,USER7625,mobile,8,employment_status,809.42,255.36,948.3,10924.2,2,0,0.42,4,4,1,50.47,simplify_field,0
3530,SESS00372,USER7625,mobile,8,existing_debts,350.55,112.1,1265.5,4946.1,5,0,0.382,2,3,1,35.28,show_inline_hint,0
3531,SESS00372,USER7625,mobile,8,existing_debts,597.9,419.14,2401.6,4453.1,3,0,0.412,3,2,3,64.71,simplify_field,0
3532,SESS00372,USER7625,mobile,8,full_name,202.78,317.26,1298.4,3724.9,5,1,0.474,2,2,0,47.82,show_inline_hint,0
3533,SESS00373,USER7163,desktop,1,annual_income,103.4,240.56,1365.7,6148.1,2,0,0.554,1,2,3,43.15,show_inline_hint,0
3534,SESS00373,USER7163,desktop,2,state,713.08,330.14,2277.1,9085.5,2,0,0.551,3,3,2,66.26,simplify_field,0
3535,SESS00373,USER7163,desktop,3,zip_code,360.6,114.71,2549.4,6113.7,5,0,0.278,3,1,0,55.18,simplify_field,0
3536,SESS00373,USER7163,desktop,4,employment_status,248.11,306.44,452.8,6155.6,6,0,0.275,3,3,1,42.16,show_inline_hint,0
3537,SESS00373,USER7163,desktop,5,city,659.07,527.04,1048.5,2481.7,10,1,0.186,4,2,2,65.6,simplify_field,0
3538,SESS00373,USER7163,desktop,6,co_applicant_info,390.11,216.97,1470.5,4335.2,5,0,0.457,2,5,3,45.78,show_inline_hint,0
3539,SESS00373,USER7163,desktop,7,signature_confirmation,787.68,99.84,1419.5,7357.0,5,0,0.378,3,2,2,57.07,simplify_field,0
3540,SESS00373,USER7163,desktop,8,bank_account_number,476.65,331.58,1540.5,9745.7,5,0,0.561,3,0,2,49.92,show_inline_hint,0
3541,SESS00373,USER7163,desktop,8,loan_amount,551.94,488.59,2889.6,8119.3,3,0,0.301,2,3,1,57.73,simplify_field,0
3542,SESS00374,USER2376,mobile,1,city,247.94,193.2,1469.7,6284.7,4,0,0.219,0,0,3,38.32,show_inline_hint,0
3543,SESS00374,USER2376,mobile,2,credit_score_range,319.32,310.4,1480.2,5508.3,2,0,0.213,2,3,2,35.4,show_inline_hint,0
3544,SESS00374,USER2376,mobile,3,bank_account_number,329.58,171.5,2000.1,1256.7,4,0,0.205,1,1,2,46.19,show_inline_hint,0
3545,SESS00374,USER2376,mobile,4,city,361.2,365.55,1585.6,5604.1,1,0,0.085,3,5,0,43.54,show_inline_hint,0
3546,SESS00374,USER2376,mobile,5,existing_debts,497.08,87.52,1836.4,5306.1,2,0,0.345,3,1,1,49.51,show_inline_hint,0
3547,SESS00374,USER2376,mobile,6,annual_income,682.92,187.63,1829.2,5581.3,4,0,0.258,1,1,0,49.11,show_inline_hint,0
3548,SESS00375,USER6448,desktop,1,employment_status,311.94,334.76,985.1,2559.6,2,0,0.475,2,2,0,40.45,show_inline_hint,0
3549,SESS00375,USER6448,desktop,2,existing_debts,381.33,170.13,1701.0,8403.2,5,0,0.255,1,0,2,37.59,show_inline_hint,0
3550,SESS00375,USER6448,desktop,3,full_name,159.95,177.04,980.9,4523.3,5,0,0.221,0,1,0,8.75,no_action,0
3551,SESS00375,USER6448,desktop,4,email,486.89,170.32,964.4,1684.4,1,0,0.316,3,1,0,30.94,show_inline_hint,0
3552,SESS00375,USER6448,desktop,5,date_of_birth,418.55,347.79,1618.6,2806.6,4,0,0.081,3,0,2,43.54,show_inline_hint,0
3553,SESS00375,USER6448,desktop,6,address_line1,176.89,184.32,537.5,2054.6,5,1,0.133,4,0,0,25.09,no_action,0
3554,SESS00375,USER6448,desktop,7,loan_amount,305.71,298.92,1297.8,3062.2,9,1,0.178,1,1,0,33.53,show_inline_hint,0
3555,SESS00375,USER6448,desktop,8,existing_debts,190.27,346.86,2101.5,3685.9,7,1,0.194,7,1,2,41.65,show_inline_hint,0
3556,SESS00375,USER6448,desktop,8,address_line1,886.17,312.43,2408.8,5491.3,13,0,0.477,0,1,1,66.88,simplify_field,0
3557,SESS00376,USER4139,mobile,1,loan_amount,240.55,180.93,724.4,3100.1,3,0,0.142,0,1,0,18.98,no_action,0
3558,SESS00376,USER4139,mobile,2,employment_status,191.48,76.34,380.4,1733.2,1,0,0.307,0,1,0,9.5,no_action,0
3559,SESS00376,USER4139,mobile,3,credit_score_range,242.73,150.22,486.3,1346.8,2,0,0.362,1,1,0,26.07,no_action,0
3560,SESS00376,USER4139,mobile,4,state,99.77,125.94,71.9,500.0,1,0,0.454,0,0,0,20.46,no_action,0
3561,SESS00376,USER4139,mobile,5,email,245.64,0.0,293.1,1010.8,1,0,0.16,1,0,0,0.0,no_action,0
3562,SESS00376,USER4139,mobile,6,state,299.55,68.68,534.9,935.0,1,0,0.284,0,1,1,15.93,no_action,0
3563,SESS00376,USER4139,mobile,7,existing_debts,281.32,192.3,956.9,2738.3,2,0,0.202,0,0,3,23.66,no_action,0
3564,SESS00376,USER4139,mobile,8,loan_amount,11.3,97.43,630.9,4458.7,5,0,0.075,0,0,0,5.57,no_action,0
3565,SESS00376,USER4139,mobile,8,state,241.08,146.08,857.7,4329.5,4,0,0.14,1,1,0,29.4,no_action,0
3566,SESS00376,USER4139,mobile,8,address_line1,187.52,19.89,1466.5,3784.1,4,0,0.115,0,0,0,23.05,no_action,0
3567,SESS00376,USER4139,mobile,8,date_of_birth,435.66,317.97,1940.8,3543.2,9,1,0.413,2,4,0,54.75,simplify_field,0
3568,SESS00376,USER4139,mobile,8,loan_amount,537.44,181.63,1149.2,6230.9,2,0,0.258,2,1,0,34.03,show_inline_hint,0
3569,SESS00376,USER4139,mobile,8,existing_debts,247.09,86.06,1382.2,2870.1,2,0,0.383,1,1,0,27.52,no_action,0
3570,SESS00377,USER8969,desktop,1,routing_number,483.88,352.88,1467.3,7165.3,7,0,0.255,0,0,1,53.34,simplify_field,0
3571,SESS00377,USER8969,desktop,2,loan_purpose,388.01,309.45,762.3,4098.1,7,0,0.405,5,1,1,41.83,show_inline_hint,0
3572,SESS00377,USER8969,desktop,3,date_of_birth,546.26,177.81,1092.7,6924.4,3,0,0.107,2,3,0,38.28,show_inline_hint,0
3573,SESS00377,USER8969,desktop,4,phone_number,139.0,241.77,1239.3,4541.4,1,0,0.558,1,1,2,48.69,show_inline_hint,0
3574,SESS00377,USER8969,desktop,5,address_line1,456.74,487.21,2319.3,5190.8,7,0,0.86,4,5,1,74.3,simplify_field,0
3575,SESS00377,USER8969,desktop,6,date_of_birth,148.2,385.34,2183.2,4330.5,1,0,0.563,2,2,0,41.83,show_inline_hint,0
3576,SESS00377,USER8969,desktop,7,date_of_birth,366.47,271.6,776.2,5491.1,2,0,0.571,0,1,3,40.54,show_inline_hint,0
3577,SESS00378,USER2602,mobile,1,bank_account_number,147.44,50.42,417.1,3520.0,2,0,0.38,0,0,0,26.38,no_action,0
3578,SESS00378,USER2602,mobile,2,bank_account_number,58.37,120.07,960.9,3344.1,5,1,0.275,1,1,0,28.46,no_action,0
3579,SESS00378,USER2602,mobile,3,full_name,231.06,126.38,375.3,1955.1,3,0,0.374,0,0,0,23.2,no_action,0
3580,SESS00378,USER2602,mobile,4,tax_id_number,141.65,99.99,556.0,1447.5,1,0,0.185,0,0,0,13.19,no_action,0
3581,SESS00378,USER2602,mobile,5,existing_debts,297.08,160.75,769.3,2184.7,2,0,0.252,4,1,0,26.28,no_action,0
3582,SESS00378,USER2602,mobile,6,loan_amount,493.7,319.44,2019.8,4059.7,1,0,0.544,3,2,0,65.78,simplify_field,0
3583,SESS00379,USER5599,mobile,1,signature_confirmation,209.3,63.46,202.7,6590.9,2,0,0.295,0,0,1,24.56,no_action,0
3584,SESS00379,USER5599,mobile,2,state,5.0,338.14,918.3,1321.5,4,0,0.456,1,2,1,36.39,show_inline_hint,0
3585,SESS00379,USER5599,mobile,3,email,180.43,254.9,633.8,1739.8,1,0,0.158,1,1,0,33.52,show_inline_hint,0
3586,SESS00379,USER5599,mobile,4,bank_account_number,58.96,170.44,758.2,5601.7,3,0,0.379,0,0,1,22.55,no_action,0
3587,SESS00379,USER5599,mobile,5,employment_status,109.54,166.45,1464.5,7301.7,4,0,0.338,3,1,1,22.31,no_action,0
3588,SESS00379,USER5599,mobile,6,phone_number,561.27,234.79,1959.8,3171.1,3,0,0.65,3,3,1,60.02,simplify_field,0
3589,SESS00379,USER5599,mobile,7,address_line1,310.08,391.06,1248.4,3958.2,3,0,0.199,1,0,1,35.13,show_inline_hint,0
3590,SESS00379,USER5599,mobile,8,loan_amount,519.88,354.21,1009.1,5727.2,3,0,0.428,5,3,1,48.33,show_inline_hint,0
3591,SESS00379,USER5599,mobile,8,address_line1,468.42,248.67,1593.6,3068.9,1,0,0.067,1,0,0,33.83,show_inline_hint,0
3592,SESS00379,USER5599,mobile,8,tax_id_number,508.9,215.49,1823.8,3293.0,2,0,0.398,1,3,1,46.54,show_inline_hint,0
3593,SESS00379,USER5599,mobile,8,existing_debts,287.11,293.73,1566.4,4070.3,1,0,0.465,2,1,0,39.97,show_inline_hint,0
3594,SESS00379,USER5599,mobile,8,zip_code,458.01,61.12,782.5,6261.2,7,0,0.518,2,3,1,44.22,show_inline_hint,0
3595,SESS00380,USER1183,desktop,1,email,515.59,289.05,2602.5,3484.7,3,0,0.136,2,1,1,50.3,simplify_field,0
3596,SESS00380,USER1183,desktop,2,tax_id_number,217.26,190.34,1014.7,7986.5,3,0,0.144,4,2,0,29.18,no_action,0
3597,SESS00380,USER1183,desktop,3,state,337.57,259.32,1622.9,7971.4,2,0,0.582,4,1,1,51.28,simplify_field,0
3598,SESS00380,USER1183,desktop,4,loan_amount,272.72,108.87,1079.2,5310.3,3,0,0.618,0,1,0,21.18,no_action,0
3599,SESS00380,USER1183,desktop,5,existing_debts,452.27,330.53,1442.9,8378.4,2,0,0.372,1,2,0,54.16,simplify_field,0
3600,SESS00380,USER1183,desktop,6,tax_id_number,304.28,329.02,993.3,4498.9,4,0,0.194,2,0,0,33.87,show_inline_hint,0
3601,SESS00380,USER1183,desktop,7,state,489.27,369.08,1353.1,7455.8,4,0,0.609,1,5,1,60.53,simplify_field,0
3602,SESS00381,USER3955,mobile,1,loan_purpose,317.0,101.56,641.1,2152.1,4,0,0.582,1,2,0,31.53,show_inline_hint,0
3603,SESS00381,USER3955,mobile,2,loan_purpose,433.43,151.53,976.8,2711.8,2,0,0.418,1,1,0,40.58,show_inline_hint,0
3604,SESS00381,USER3955,mobile,3,zip_code,210.54,95.7,282.6,3230.4,1,0,0.262,0,3,0,15.39,no_action,0
3605,SESS00381,USER3955,mobile,4,state,274.28,112.36,345.9,1907.7,1,0,0.111,0,0,2,13.91,no_action,0
3606,SESS00381,USER3955,mobile,5,routing_number,208.47,151.13,363.2,4642.6,1,0,0.009,1,0,0,27.64,no_action,0
3607,SESS00381,USER3955,mobile,6,credit_score_range,190.22,77.14,852.8,4282.2,1,0,0.235,1,1,0,20.96,no_action,0
3608,SESS00381,USER3955,mobile,7,address_line1,244.43,96.17,63.7,1731.4,3,0,0.699,1,0,0,25.63,no_action,0
3609,SESS00381,USER3955,mobile,8,state,323.22,191.76,948.0,6413.0,3,0,0.565,0,0,0,41.97,show_inline_hint,0
3610,SESS00381,USER3955,mobile,8,collateral_details,112.73,184.72,694.5,2995.2,2,0,0.159,0,1,0,22.6,no_action,0
3611,SESS00381,USER3955,mobile,8,signature_confirmation,245.25,154.94,990.8,3018.4,3,0,0.294,1,4,0,33.14,show_inline_hint,0
3612,SESS00382,USER8463,mobile,1,signature_confirmation,210.0,77.03,754.1,5683.9,2,0,0.417,3,0,2,18.97,no_action,0
3613,SESS00382,USER8463,mobile,2,state,423.65,316.47,1516.0,2494.4,4,0,0.437,2,2,0,52.74,simplify_field,0
3614,SESS00382,USER8463,mobile,3,city,510.5,341.2,1581.1,3923.5,4,0,0.298,3,2,2,46.11,show_inline_hint,0
3615,SESS00382,USER8463,mobile,4,email,467.2,290.67,1382.3,7112.9,2,0,0.335,3,3,0,50.13,simplify_field,0
3616,SESS00382,USER8463,mobile,5,phone_number,430.8,173.84,1703.8,3620.7,3,0,0.364,4,2,2,49.29,show_inline_hint,0
3617,SESS00382,USER8463,mobile,6,loan_amount,351.96,463.92,1548.1,7667.5,4,0,0.448,3,4,1,53.81,simplify_field,0
3618,SESS00382,USER8463,mobile,7,address_line1,477.54,244.76,2177.8,11977.9,5,0,0.349,8,3,0,50.45,simplify_field,0
3619,SESS00383,USER7827,tablet,1,zip_code,418.15,409.54,1700.2,6631.9,3,0,0.494,4,1,1,63.15,simplify_field,0
3620,SESS00383,USER7827,tablet,2,existing_debts,479.76,149.58,1783.1,3625.3,4,0,0.053,4,3,1,38.12,show_inline_hint,0
3621,SESS00383,USER7827,tablet,3,loan_amount,495.83,233.04,1629.4,3428.9,10,1,0.583,3,1,2,56.67,simplify_field,0
3622,SESS00383,USER7827,tablet,4,full_name,375.5,422.79,2765.2,2973.8,9,1,0.377,3,3,2,54.55,simplify_field,0
3623,SESS00383,USER7827,tablet,5,tax_id_number,461.98,195.79,1210.1,2117.3,7,1,0.412,2,1,0,50.75,simplify_field,0
3624,SESS00383,USER7827,tablet,6,date_of_birth,405.49,312.72,2526.9,4979.6,4,0,0.387,1,4,1,54.06,simplify_field,0
3625,SESS00383,USER7827,tablet,7,date_of_birth,601.05,349.65,2469.5,8552.7,8,0,0.547,8,0,2,72.59,simplify_field,0
3626,SESS00383,USER7827,tablet,8,address_line1,696.92,431.67,3178.2,10067.6,4,0,0.507,4,3,1,79.57,trigger_wizard_regeneration,0
3627,SESS00383,USER7827,tablet,8,state,483.39,593.51,2936.5,3639.2,2,0,0.759,5,2,0,80.57,trigger_wizard_regeneration,0
3628,SESS00384,USER4409,mobile,1,existing_debts,384.03,100.28,571.7,2995.4,6,1,0.207,0,0,0,20.8,no_action,0
3629,SESS00384,USER4409,mobile,2,collateral_details,473.15,233.62,968.0,5180.8,3,0,0.387,0,0,2,33.0,show_inline_hint,0
3630,SESS00384,USER4409,mobile,3,loan_amount,276.47,204.49,698.9,3731.5,1,0,0.49,4,1,1,23.38,no_action,0
3631,SESS00384,USER4409,mobile,4,full_name,502.36,454.8,2535.7,7608.7,4,0,0.235,1,4,0,56.7,simplify_field,0
3632,SESS00384,USER4409,mobile,5,co_applicant_info,418.19,312.76,2092.1,7258.1,5,0,0.207,4,2,0,41.86,show_inline_hint,0
3633,SESS00384,USER4409,mobile,6,existing_debts,141.98,70.28,1061.3,1094.8,6,1,0.197,0,1,0,30.78,show_inline_hint,0
3634,SESS00384,USER4409,mobile,7,routing_number,383.65,308.52,852.4,2421.7,4,0,0.553,3,4,2,42.09,show_inline_hint,0
3635,SESS00384,USER4409,mobile,8,co_applicant_info,263.46,303.16,1489.3,5220.8,8,0,0.601,3,0,1,46.91,show_inline_hint,0
3636,SESS00385,USER4825,mobile,1,phone_number,270.93,265.06,496.6,4184.4,3,0,0.434,1,1,1,34.43,show_inline_hint,0
3637,SESS00385,USER4825,mobile,2,signature_confirmation,299.26,200.95,808.5,2136.3,4,0,0.111,0,2,0,28.22,no_action,0
3638,SESS00385,USER4825,mobile,3,collateral_details,239.82,126.53,352.9,4125.4,1,0,0.345,1,2,0,21.32,no_action,0
3639,SESS00385,USER4825,mobile,4,collateral_details,360.04,136.28,1203.0,4270.7,7,0,0.245,4,1,1,33.84,show_inline_hint,0
3640,SESS00385,USER4825,mobile,5,city,189.36,218.05,1431.4,4025.1,5,0,0.218,3,2,1,31.85,show_inline_hint,0
3641,SESS00385,USER4825,mobile,6,tax_id_number,456.08,330.9,836.9,5984.0,5,0,0.334,2,0,1,39.7,show_inline_hint,0
3642,SESS00385,USER4825,mobile,7,tax_id_number,433.35,243.68,1488.9,7160.2,5,0,0.505,5,2,0,55.77,simplify_field,0
3643,SESS00385,USER4825,mobile,8,address_line1,299.17,166.52,129.8,3620.7,1,0,0.133,1,0,0,9.02,no_action,0
3644,SESS00385,USER4825,mobile,8,state,249.14,312.0,872.7,5814.4,3,0,0.442,3,1,2,38.25,show_inline_hint,0
3645,SESS00386,USER5604,desktop,1,phone_number,63.2,108.88,415.6,2613.4,3,0,0.255,1,0,0,16.55,no_action,0
3646,SESS00386,USER5604,desktop,2,tax_id_number,389.63,367.45,598.7,3285.2,1,0,0.143,4,1,0,35.95,show_inline_hint,0
3647,SESS00386,USER5604,desktop,3,zip_code,195.18,168.4,1011.3,2110.8,1,0,0.083,2,1,0,26.57,no_action,0
3648,SESS00386,USER5604,desktop,4,routing_number,174.22,269.63,193.8,3078.0,2,0,0.349,1,0,1,21.35,no_action,0
3649,SESS00386,USER5604,desktop,5,existing_debts,141.22,240.69,714.8,7101.8,1,0,0.138,0,1,1,32.87,show_inline_hint,0
3650,SESS00386,USER5604,desktop,6,address_line1,288.99,199.07,740.5,6230.2,6,0,0.237,0,0,0,28.88,no_action,0
3651,SESS00386,USER5604,desktop,7,annual_income,362.86,187.76,2094.0,2859.5,2,0,0.39,3,2,0,43.22,show_inline_hint,0
3652,SESS00386,USER5604,desktop,8,annual_income,331.98,243.8,1441.7,1104.9,1,0,0.135,1,0,0,22.62,no_action,0
3653,SESS00386,USER5604,desktop,8,employment_status,419.08,303.08,2016.3,6801.0,3,0,0.512,2,6,1,60.85,simplify_field,0
3654,SESS00386,USER5604,desktop,8,co_applicant_info,382.4,212.0,873.9,2166.3,2,0,0.166,2,5,1,31.65,show_inline_hint,0
3655,SESS00386,USER5604,desktop,8,tax_id_number,417.52,381.58,1050.7,5335.6,4,0,0.607,2,3,2,55.48,simplify_field,0
3656,SESS00386,USER5604,desktop,8,annual_income,269.49,433.35,2175.3,3493.1,3,0,0.274,1,1,0,36.38,show_inline_hint,0
3657,SESS00386,USER5604,desktop,8,existing_debts,241.58,317.16,2076.9,4649.5,4,0,0.239,2,3,1,46.35,show_inline_hint,0
3658,SESS00387,USER1430,mobile,1,annual_income,144.47,368.88,1406.0,4056.9,3,0,0.368,2,1,1,41.75,show_inline_hint,0
3659,SESS00387,USER1430,mobile,2,existing_debts,591.64,264.51,733.6,2260.5,7,1,0.175,5,0,0,45.59,show_inline_hint,0
3660,SESS00387,USER1430,mobile,3,annual_income,132.05,244.65,1500.0,2639.1,2,0,0.329,6,2,0,34.44,show_inline_hint,0
3661,SESS00387,USER1430,mobile,4,date_of_birth,505.33,271.16,1493.2,6114.4,2,0,0.415,2,1,2,45.41,show_inline_hint,0
3662,SESS00387,USER1430,mobile,5,phone_number,270.79,345.92,1158.3,5115.9,5,0,0.353,2,2,0,49.36,show_inline_hint,0
3663,SESS00387,USER1430,mobile,6,loan_amount,570.79,282.33,2681.5,6102.1,8,0,0.618,3,5,5,71.23,simplify_field,0
3664,SESS00388,USER8888,mobile,1,tax_id_number,217.28,212.86,876.4,2348.4,3,0,0.239,1,0,1,30.15,show_inline_hint,0
3665,SESS00388,USER8888,mobile,2,loan_amount,387.68,206.54,1101.0,1970.4,1,0,0.008,0,1,0,29.51,no_action,0
3666,SESS00388,USER8888,mobile,3,credit_score_range,276.37,193.4,1069.1,2911.4,1,0,0.164,2,1,0,41.31,show_inline_hint,0
3667,SESS00388,USER8888,mobile,4,date_of_birth,398.66,248.75,394.3,4365.2,1,0,0.121,1,0,2,29.27,no_action,0
3668,SESS00388,USER8888,mobile,5,routing_number,288.8,85.97,1317.4,3566.1,1,0,0.073,0,2,0,36.48,show_inline_hint,0
3669,SESS00388,USER8888,mobile,6,tax_id_number,202.77,188.51,882.1,3691.2,1,0,0.265,1,0,0,32.53,show_inline_hint,0
3670,SESS00388,USER8888,mobile,7,date_of_birth,235.35,114.38,508.2,999.9,6,1,0.095,0,0,0,26.34,no_action,0
3671,SESS00389,USER9277,desktop,1,date_of_birth,130.9,74.95,278.7,2427.5,1,0,0.002,1,0,0,10.38,no_action,0
3672,SESS00389,USER9277,desktop,2,existing_debts,164.36,209.9,610.0,2005.0,1,0,0.199,0,0,0,5.94,no_action,0
3673,SESS00389,USER9277,desktop,3,signature_confirmation,171.15,136.85,681.6,2758.4,1,0,0.233,1,0,0,13.3,no_action,0
3674,SESS00389,USER9277,desktop,4,co_applicant_info,381.48,129.21,425.6,4212.1,2,0,0.233,1,0,1,25.47,no_action,0
3675,SESS00389,USER9277,desktop,5,date_of_birth,267.62,103.01,1352.1,3593.6,1,0,0.338,3,0,0,35.3,show_inline_hint,0
3676,SESS00389,USER9277,desktop,6,state,329.92,105.14,894.9,2236.1,1,0,0.235,2,0,0,26.0,no_action,0
3677,SESS00389,USER9277,desktop,7,tax_id_number,349.96,287.23,159.8,2301.0,4,0,0.484,1,1,1,31.84,show_inline_hint,0
3678,SESS00389,USER9277,desktop,8,loan_amount,376.83,102.87,1340.6,2993.1,1,0,0.423,2,1,3,40.59,show_inline_hint,0
3679,SESS00389,USER9277,desktop,8,zip_code,59.68,211.91,1422.4,4662.6,2,0,0.145,8,0,0,33.77,show_inline_hint,0
3680,SESS00389,USER9277,desktop,8,loan_purpose,357.03,314.62,1585.3,500.0,2,0,0.377,2,2,3,48.13,show_inline_hint,0
3681,SESS00389,USER9277,desktop,8,zip_code,437.82,157.41,607.3,6405.8,3,0,0.252,0,0,1,41.14,show_inline_hint,0
3682,SESS00390,USER7852,mobile,1,signature_confirmation,329.99,194.89,425.3,4620.7,1,0,0.106,1,1,0,19.46,no_action,0
3683,SESS00390,USER7852,mobile,2,state,356.56,288.99,1220.4,6668.7,5,0,0.494,0,1,2,39.03,show_inline_hint,0
3684,SESS00390,USER7852,mobile,3,annual_income,385.89,177.25,1315.5,1049.5,3,0,0.146,2,3,1,33.77,show_inline_hint,0
3685,SESS00390,USER7852,mobile,4,credit_score_range,258.25,151.4,1788.0,2903.2,4,0,0.357,1,3,0,45.44,show_inline_hint,0
3686,SESS00390,USER7852,mobile,5,phone_number,321.95,214.4,1801.2,2433.9,1,0,0.227,2,3,1,32.05,show_inline_hint,0
3687,SESS00390,USER7852,mobile,6,full_name,381.71,221.41,914.7,7350.4,3,0,0.641,1,0,0,38.59,show_inline_hint,0
3688,SESS00390,USER7852,mobile,7,full_name,465.92,413.53,1855.9,3606.3,4,0,0.41,3,2,0,55.81,simplify_field,0
3689,SESS00390,USER7852,mobile,8,zip_code,410.37,439.56,1484.7,2668.8,5,1,0.079,2,2,1,49.15,show_inline_hint,0
3690,SESS00390,USER7852,mobile,8,existing_debts,285.6,213.59,1445.3,2315.1,4,0,0.321,3,0,0,37.51,show_inline_hint,0
3691,SESS00390,USER7852,mobile,8,annual_income,426.57,191.21,1275.1,8106.0,4,0,0.325,1,1,1,32.32,show_inline_hint,0
3692,SESS00390,USER7852,mobile,8,annual_income,510.4,444.83,1479.3,4099.4,3,0,0.445,2,1,1,43.65,show_inline_hint,0
3693,SESS00390,USER7852,mobile,8,annual_income,699.92,321.42,1041.2,3069.7,4,0,0.424,1,0,1,53.64,simplify_field,0
3694,SESS00390,USER7852,mobile,8,credit_score_range,339.43,303.56,1716.9,3218.4,4,0,0.189,1,1,0,37.57,show_inline_hint,0
3695,SESS00391,USER7522,desktop,1,tax_id_number,201.97,189.84,544.7,2622.6,2,0,0.075,0,1,0,10.14,no_action,0
3696,SESS00391,USER7522,desktop,2,date_of_birth,238.3,213.89,1192.1,3895.7,1,0,0.046,2,0,0,21.97,no_action,0
3697,SESS00391,USER7522,desktop,3,email,354.14,25.44,727.1,4590.7,4,0,0.14,2,1,1,17.64,no_action,0
3698,SESS00391,USER7522,desktop,4,email,174.22,197.3,1436.8,3239.4,3,0,0.496,0,3,1,20.71,no_action,0
